"ID","Type","SKU","Name","Description","Short Description","Regular Price","Sale Price","Categories","Tags","Stock","Weight","Dimensions","Images","Attribute 1 Name","Attribute 1 Value(s)","Attribute 1 Visible","Attribute 1 Global"
"","variation","SHA-FBA-001-3","","","","5500","","Fashion & Beauty Accessories","fashion, beauty, accessory, style, women","10","0.5","20x15x10","","Size","RED/BLUE LARGE 39-42","1","0"
"","simple","SHA-HW-002","Baby Stroller Model 303 [NAVY BLUE]","<p>The Baby Stroller Model 303 is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in NAVY BLUE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: NAVY BLUE. Category: Health & Wellness. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Baby Stroller Model 303 available in NAVY BLUE.</p>","6666","","Health & Wellness","health, wellness, fitness, massage, comfort","10","2.0","35x25x20","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HW-002.png","Colour","NAVY BLUE","1","0"
"","simple","SHA-APP-003","Smart Raha Life 10Pcs Cookware Set [STAINLESS STEEL]","<p>The Smart Raha Life 10Pcs Cookware Set is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in STAINLESS STEEL</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: STAINLESS STEEL. Category: Appliances. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Smart Raha Life 10Pcs Cookware Set available in STAINLESS STEEL.</p>","4000","","Appliances","appliance, electric, home appliance, kitchen, modern","10","3.0","40x30x25","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-APP-003.png","Style","STAINLESS STEEL","1","0"
"","simple","SHA-APP-004","High Quality Portable Silicon Folding  Electric Foot Bath Massage Machine [GREY]","<p>The High Quality Portable Silicon Folding  Electric Foot Bath Massage Machine is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in GREY</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: GREY. Category: Appliances. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality High Quality Portable Silicon Folding  Electric Foot Bath Massage Machine available in GREY.</p>","4000","","Appliances","appliance, electric, home appliance, kitchen, modern","10","3.0","40x30x25","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-APP-004.png","Colour","GREY","1","0"
"","simple","SHA-HW-003","Nira Branded 2 In 1 Comfy Back And Neck Support Cushion Ideal For Car And Office Seats [BLACK]","<p>The Nira Branded 2 In 1 Comfy Back And Neck Support Cushion Ideal For Car And Office Seats is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLACK. Category: Health & Wellness. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Nira Branded 2 In 1 Comfy Back And Neck Support Cushion Ideal For Car And Office Seats available in BLACK.</p>","1899","","Health & Wellness","health, wellness, fitness, massage, comfort","10","2.0","35x25x20","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HW-003.png","Colour","BLACK","1","0"
"","simple","SHA-HW-004","Bmi Smart Digital Personal Weight Scale [BLACK]","<p>The Bmi Smart Digital Personal Weight Scale is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLACK. Category: Health & Wellness. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Bmi Smart Digital Personal Weight Scale available in BLACK.</p>","1300","","Health & Wellness","health, wellness, fitness, massage, comfort","10","2.0","35x25x20","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HW-004.png","Colour","BLACK","1","0"
"","simple","SHA-APP-005","Cordless Electric Lawn Mower Foldable Adjustable Trimmer 18V Batteery [BLUE]","<p>The Cordless Electric Lawn Mower Foldable Adjustable Trimmer 18V Batteery is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLUE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLUE. Category: Appliances. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Cordless Electric Lawn Mower Foldable Adjustable Trimmer 18V Batteery available in BLUE.</p>","4000","","Appliances","appliance, electric, home appliance, kitchen, modern","10","3.0","40x30x25","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-APP-005.png","Colour","BLUE","1","0"
"","simple","SHA-HW-005","Wrist Electronic Rechargeable Sphygmomanometer [BLACK]","<p>The Wrist Electronic Rechargeable Sphygmomanometer is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLACK. Category: Health & Wellness. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Wrist Electronic Rechargeable Sphygmomanometer available in BLACK.</p>","1499","","Health & Wellness","health, wellness, fitness, massage, comfort","10","2.0","35x25x20","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HW-005.png","Colour","BLACK","1","0"
"","simple","SHA-HF-001","4Pcs Signature High Borosilicate Glass Storage Bowls With Lid [MULTICOLOUR]","<p>The 4Pcs Signature High Borosilicate Glass Storage Bowls With Lid is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in MULTICOLOUR</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: MULTICOLOUR. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 4Pcs Signature High Borosilicate Glass Storage Bowls With Lid available in MULTICOLOUR.</p>","2300","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HF-001.png","Colour","MULTICOLOUR","1","0"
"","simple","SHA-OD-002","Artificial Hanging Plant With Vases [70CM]","<p>The Artificial Hanging Plant With Vases is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in 70CM</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: 70CM. Category: Outdoor. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Artificial Hanging Plant With Vases available in 70CM.</p>","2500","","Outdoor","outdoor, garden, kids, play, exterior","10","5.0","60x40x30","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-OD-002.png","Size","70CM","1","0"
"","simple","SHA-HF-002","Vintage Nordic 3D Led Electric Fire Place [60CM*10CM*20CM]","<p>The Vintage Nordic 3D Led Electric Fire Place is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in 60CM*10CM*20CM</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: 60CM*10CM*20CM. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Vintage Nordic 3D Led Electric Fire Place available in 60CM*10CM*20CM.</p>","5000","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HF-002.png","Size","60CM*10CM*20CM","1","0"
"","simple","SHA-HF-003","Decorative Water Hyacinth Handmade Braided Natural Boho Mirror [60CM]","<p>The Decorative Water Hyacinth Handmade Braided Natural Boho Mirror is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in 60CM</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: 60CM. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Decorative Water Hyacinth Handmade Braided Natural Boho Mirror available in 60CM.</p>","5000","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HF-003.png","Size","60CM","1","0"
"","simple","SHA-HF-004","Minimalist Nordic Round Decorative Mirror With A Leather Strap [BLACK/GOLD]","<p>The Minimalist Nordic Round Decorative Mirror With A Leather Strap is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK/GOLD</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLACK/GOLD. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Minimalist Nordic Round Decorative Mirror With A Leather Strap available in BLACK/GOLD.</p>","5000","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HF-004.png","Colour","BLACK/GOLD","1","0"
"","simple","SHA-HW-006","Model 999-1 Foldable Baby Walker With A Green Seat&Toys [GREEN]","<p>The Model 999-1 Foldable Baby Walker With A Green Seat&Toys is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in GREEN</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: GREEN. Category: Health & Wellness. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Model 999-1 Foldable Baby Walker With A Green Seat&Toys available in GREEN.</p>","3200","","Health & Wellness","health, wellness, fitness, massage, comfort","10","2.0","35x25x20","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HW-006.png","Colour","GREEN","1","0"
"","simple","SHA-HF-005","Ergonomic Modern Compact Computer Desk [BLACK/BROWN]","<p>The Ergonomic Modern Compact Computer Desk is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK/BROWN</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLACK/BROWN. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Ergonomic Modern Compact Computer Desk available in BLACK/BROWN.</p>","6500","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HF-005.png","Colour","BLACK/BROWN","1","0"
"","simple","SHA-KIT-001","40Pcs Professional Makeup Brush Kit [PINK]","<p>The 40Pcs Professional Makeup Brush Kit is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in PINK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: PINK. Category: Kits Products. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 40Pcs Professional Makeup Brush Kit available in PINK.</p>","2699","","Kits Products","kit, set, bundle, collection, multi-piece","10","1.5","30x20x15","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-KIT-001.png","Colour","PINK","1","0"
"","simple","SHA-APP-006","2 In 1 Rechargable Portable Blender Juicer + Cup [MULTICOLOR]","<p>The 2 In 1 Rechargable Portable Blender Juicer + Cup is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in MULTICOLOR</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: MULTICOLOR. Category: Appliances. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 2 In 1 Rechargable Portable Blender Juicer + Cup available in MULTICOLOR.</p>","1400","","Appliances","appliance, electric, home appliance, kitchen, modern","10","3.0","40x30x25","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-APP-006.png","Colour","MULTICOLOR","1","0"
"","simple","SHA-KIT-002","7Pcs Luggage Travel Suitcase Organizers [BLACK/GREY/NAVY BLUE/BEIGE]","<p>The 7Pcs Luggage Travel Suitcase Organizers is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK/GREY/NAVY BLUE/BEIGE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLACK/GREY/NAVY BLUE/BEIGE. Category: Kits Products. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 7Pcs Luggage Travel Suitcase Organizers available in BLACK/GREY/NAVY BLUE/BEIGE.</p>","1499","","Kits Products","kit, set, bundle, collection, multi-piece","10","1.5","30x20x15","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-KIT-002.png","Colour","BLACK/GREY/NAVY BLUE/BEIGE","1","0"
"","simple","SHA-HF-006","Wooden Profile 5 Levels Adjustable Foldable Laptop Table With Cup Slot [WHITE]","<p>The Wooden Profile 5 Levels Adjustable Foldable Laptop Table With Cup Slot is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in WHITE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: WHITE. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Wooden Profile 5 Levels Adjustable Foldable Laptop Table With Cup Slot available in WHITE.</p>","2799","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HF-006.png","Colour","WHITE","1","0"
"","simple","SHA-HF-007","Adjustable Telescopic Multi-Corner Shelf Organiser [WHITE]","<p>The Adjustable Telescopic Multi-Corner Shelf Organiser is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in WHITE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: WHITE. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Adjustable Telescopic Multi-Corner Shelf Organiser available in WHITE.</p>","1999","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HF-007.png","Colour","WHITE","1","0"
"","simple","SHA-AUTO-001","Rotating Aromatherapy Car Interior Dashboard Air Freshener [RED/BLACK/GOLD/SILVER]","<p>The Rotating Aromatherapy Car Interior Dashboard Air Freshener is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in RED/BLACK/GOLD/SILVER</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: RED/BLACK/GOLD/SILVER. Category: Automotive. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Rotating Aromatherapy Car Interior Dashboard Air Freshener available in RED/BLACK/GOLD/SILVER.</p>","1500","","Automotive","car, auto, vehicle, cleaning, automotive","10","2.5","35x25x15","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-AUTO-001.png","Colour","RED/BLACK/GOLD/SILVER","1","0"
"","simple","SHA-HF-008","Adjustable Standing Desk With Wheels [BROWN/BLACK/WHITE]","<p>The Adjustable Standing Desk With Wheels is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BROWN/BLACK/WHITE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BROWN/BLACK/WHITE. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Adjustable Standing Desk With Wheels available in BROWN/BLACK/WHITE.</p>","4200","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HF-008.png","Colour","BROWN/BLACK/WHITE","1","0"
