"ID","Type","SKU","Name","Description","Short Description","Regular Price","Sale Price","Categories","Tags","Stock","Weight","Dimensions","Images","Attribute 1 Name","Attribute 1 Value(s)","Attribute 1 Visible","Attribute 1 Global"
"","simple","SHA-HF-009","Breakfast/Laptop Table/Work Table [CREAM/BROWN/WHITE/BLACK]","<p>The Breakfast/Laptop Table/Work Table is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in CREAM/BROWN/WHITE/BLACK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: CREAM/BROWN/WHITE/BLACK. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Breakfast/Laptop Table/Work Table available in CREAM/BROWN/WHITE/BLACK.</p>","1500","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","","Colour","CREAM/BROWN/WHITE/BLACK","1","0"
"","simple","SHA-APP-007","2-21V Batteries Foldable Cordless Lawn Mower With Wheels [BLUE]","<p>The 2-21V Batteries Foldable Cordless Lawn Mower With Wheels is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLUE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLUE. Category: Appliances. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 2-21V Batteries Foldable Cordless Lawn Mower With Wheels available in BLUE.</p>","5500","","Appliances","appliance, electric, home appliance, kitchen, modern","10","3.0","40x30x25","","Colour","BLUE","1","0"
"","simple","SHA-HF-010","Stainless Steel Retractable Double Tier Folding Rust Resistant Cloth Drying Rack [STAINLESS STEEL]","<p>The Stainless Steel Retractable Double Tier Folding Rust Resistant Cloth Drying Rack is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in STAINLESS STEEL</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: STAINLESS STEEL. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Stainless Steel Retractable Double Tier Folding Rust Resistant Cloth Drying Rack available in STAINLESS STEEL.</p>","3700","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","","Style","STAINLESS STEEL","1","0"
"","simple","SHA-HW-007","Kids Training Toilet Seat Trainer With Pvc Cushion/Soft Pad [BLUE/PINK]","<p>The Kids Training Toilet Seat Trainer With Pvc Cushion/Soft Pad is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLUE/PINK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLUE/PINK. Category: Health & Wellness. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Kids Training Toilet Seat Trainer With Pvc Cushion/Soft Pad available in BLUE/PINK.</p>","3500","","Health & Wellness","health, wellness, fitness, massage, comfort","10","2.0","35x25x20","","Colour","BLUE/PINK","1","0"
"","simple","SHA-FBA-002","Crrju 2 Face Option Ladies Bracelet Watch [GOLD]","<p>The Crrju 2 Face Option Ladies Bracelet Watch is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in GOLD</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: GOLD. Category: Fashion & Beauty Accessories. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Crrju 2 Face Option Ladies Bracelet Watch available in GOLD.</p>","3500","","Fashion & Beauty Accessories","fashion, beauty, accessory, style, women","10","0.5","20x15x10","","Colour","GOLD","1","0"
"","simple","SHA-HF-011","Console Bedside Cabinet Double Layer Mdf Marble Effect Coffee Table [WHITE&GOLD]","<p>The Console Bedside Cabinet Double Layer Mdf Marble Effect Coffee Table is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in WHITE&GOLD</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: WHITE&GOLD. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Console Bedside Cabinet Double Layer Mdf Marble Effect Coffee Table available in WHITE&GOLD.</p>","4500","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","","Colour","WHITE&GOLD","1","0"
"","simple","SHA-HF-013","3 In 1 Round Nesting Coffee Table Set [BLACK&GOLD]","<p>The 3 In 1 Round Nesting Coffee Table Set is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK&GOLD</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLACK&GOLD. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 3 In 1 Round Nesting Coffee Table Set available in BLACK&GOLD.</p>","8699","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","","Colour","BLACK&GOLD","1","0"
"","simple","SHA-APP-009","800Ml French Coffee Plunger [BLACK]","<p>The 800Ml French Coffee Plunger is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLACK. Category: Appliances. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 800Ml French Coffee Plunger available in BLACK.</p>","1699","","Appliances","appliance, electric, home appliance, kitchen, modern","10","3.0","40x30x25","","Colour","BLACK","1","0"
"","simple","SHA-HF-014","4 Holes Multipurpose Hook Mop Hanger With Hanging Hooks And Self Adhesive Stickers [SILVER]","<p>The 4 Holes Multipurpose Hook Mop Hanger With Hanging Hooks And Self Adhesive Stickers is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in SILVER</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: SILVER. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 4 Holes Multipurpose Hook Mop Hanger With Hanging Hooks And Self Adhesive Stickers available in SILVER.</p>","899","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","","Colour","SILVER","1","0"
"","simple","SHA-APP-010","10Kg 600W Clothes Drying Heater [CREAM]","<p>The 10Kg 600W Clothes Drying Heater is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in CREAM</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: CREAM. Category: Appliances. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 10Kg 600W Clothes Drying Heater available in CREAM.</p>","3199","","Appliances","appliance, electric, home appliance, kitchen, modern","10","3.0","40x30x25","","Colour","CREAM","1","0"
"","simple","SHA-APP-011","Extending Arm High Power Heavy Duty Rechargeable 3 In 1 3Pc Brush Electric Spin Scrubber [BLUE]","<p>The Extending Arm High Power Heavy Duty Rechargeable 3 In 1 3Pc Brush Electric Spin Scrubber is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLUE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLUE. Category: Appliances. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Extending Arm High Power Heavy Duty Rechargeable 3 In 1 3Pc Brush Electric Spin Scrubber available in BLUE.</p>","5350","","Appliances","appliance, electric, home appliance, kitchen, modern","10","3.0","40x30x25","","Colour","BLUE","1","0"
"","simple","SHA-AUTO-002","115Cm Long Car Wash Twin Mop [RED]","<p>The 115Cm Long Car Wash Twin Mop is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in RED</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: RED. Category: Automotive. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 115Cm Long Car Wash Twin Mop available in RED.</p>","1599","","Automotive","car, auto, vehicle, cleaning, automotive","10","2.5","35x25x15","","Colour","RED","1","0"
"","simple","SHA-KIT-004","Mordern Nordic Style Wooden Storage Table/Multipurpose Bedside And Living Room Organizer [WHITE]","<p>The Mordern Nordic Style Wooden Storage Table/Multipurpose Bedside And Living Room Organizer is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in WHITE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: WHITE. Category: Kits Products. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Mordern Nordic Style Wooden Storage Table/Multipurpose Bedside And Living Room Organizer available in WHITE.</p>","2399","","Kits Products","kit, set, bundle, collection, multi-piece","10","1.5","30x20x15","","Colour","WHITE","1","0"
"","simple","SHA-APP-012","Stainless Steel28Cm Golden Furnace Chaffing Dish Food Warmer [STAINLESS STEEL]","<p>The Stainless Steel28Cm Golden Furnace Chaffing Dish Food Warmer is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in STAINLESS STEEL</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: STAINLESS STEEL. Category: Appliances. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Stainless Steel28Cm Golden Furnace Chaffing Dish Food Warmer available in STAINLESS STEEL.</p>","5500","","Appliances","appliance, electric, home appliance, kitchen, modern","10","3.0","40x30x25","","Style","STAINLESS STEEL","1","0"
"","simple","SHA-HF-016","Multifunctional Bathroom Towel Holder [BLACK]","<p>The Multifunctional Bathroom Towel Holder is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLACK. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Multifunctional Bathroom Towel Holder available in BLACK.</p>","2999","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","","Colour","BLACK","1","0"
"","simple","SHA-APP-014","Shooting Canon Aroma Therapy Humidifier With 7 Colour Lights [BLACK]","<p>The Shooting Canon Aroma Therapy Humidifier With 7 Colour Lights is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLACK. Category: Appliances. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Shooting Canon Aroma Therapy Humidifier With 7 Colour Lights available in BLACK.</p>","1399","","Appliances","appliance, electric, home appliance, kitchen, modern","10","3.0","40x30x25","","Colour","BLACK","1","0"
"","simple","SHA-KIT-006","11Pcs Set Pull Rope,Resistance Bands,Portable Fitness Equipment,Ankle Strap,Chest Expander [MULTICOLOUR]","<p>The 11Pcs Set Pull Rope,Resistance Bands,Portable Fitness Equipment,Ankle Strap,Chest Expander is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in MULTICOLOUR</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: MULTICOLOUR. Category: Kits Products. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 11Pcs Set Pull Rope,Resistance Bands,Portable Fitness Equipment,Ankle Strap,Chest Expander available in MULTICOLOUR.</p>","2500","","Kits Products","kit, set, bundle, collection, multi-piece","10","1.5","30x20x15","","Colour","MULTICOLOUR","1","0"
"","simple","SHA-KIT-007","Modern Nordic Style Wooden Storage Table/Multi-Purpose Bedside/Living Room Organizer [WHITE]","<p>The Modern Nordic Style Wooden Storage Table/Multi-Purpose Bedside/Living Room Organizer is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in WHITE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: WHITE. Category: Kits Products. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Modern Nordic Style Wooden Storage Table/Multi-Purpose Bedside/Living Room Organizer available in WHITE.</p>","6700","","Kits Products","kit, set, bundle, collection, multi-piece","10","1.5","30x20x15","","Colour","WHITE","1","0"
"","simple","SHA-HF-017","Heavy Gauge 3 Layer Mesh Trays Metallic Trolley Rack [BLUE/PINK/CREAM/LILAC]","<p>The Heavy Gauge 3 Layer Mesh Trays Metallic Trolley Rack is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLUE/PINK/CREAM/LILAC</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: BLUE/PINK/CREAM/LILAC. Category: Home & Furniture. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Heavy Gauge 3 Layer Mesh Trays Metallic Trolley Rack available in BLUE/PINK/CREAM/LILAC.</p>","4650","","Home & Furniture","home, furniture, decor, interior, modern","10","8.0","80x60x40","","Colour","BLUE/PINK/CREAM/LILAC","1","0"
"","simple","SHA-APP-015","4L Portable Beauty Car Fridge With Mirror And Duo Power Option [WHITE/PINK]","<p>The 4L Portable Beauty Car Fridge With Mirror And Duo Power Option is a premium product designed for quality and durability. Perfect for everyday use, it combines functionality with modern aesthetics, making it an excellent choice for your home or lifestyle needs.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in WHITE/PINK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Specifications: Variation: WHITE/PINK. Category: Appliances. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 4L Portable Beauty Car Fridge With Mirror And Duo Power Option available in WHITE/PINK.</p>","5399","","Appliances","appliance, electric, home appliance, kitchen, modern","10","3.0","40x30x25","","Colour","WHITE/PINK","1","0"
