"ID","Type","SKU","Name","Description","Short Description","Regular Price","Sale Price","Categories","Tags","Stock","Weight","Dimensions","Images","Attribute 1 Name","Attribute 1 Value(s)","Attribute 1 Visible","Attribute 1 Global"
"","simple","SHA-HW-011","Acupressure Massage Mat and Pillow Set [GREY/BLUE]","<p>The Acupressure Massage Mat and Pillow Set is a premium product designed for quality and durability. Perfect for everyday use, combining functionality with modern aesthetics.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in GREY/BLUE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Category: Health & Wellness. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Acupressure Massage Mat and Pillow Set available in GREY/BLUE.</p>","2999","","Health & Wellness","acupressure, massage mat, pillow, back pain, wellness","10","1.5","65x40x2","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HW-011.png","Colour","GREY/BLUE","1","0"
"","simple","SHA-HW-012","Posture Corrector Back Support Brace [BLACK/BEIGE]","<p>The Posture Corrector Back Support Brace is a premium product designed for quality and durability. Perfect for everyday use, combining functionality with modern aesthetics.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK/BEIGE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Category: Health & Wellness. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Posture Corrector Back Support Brace available in BLACK/BEIGE.</p>","1999","","Health & Wellness","posture corrector, back support, brace, spine, wellness","10","0.4","40x30x5","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HW-012.png","Colour","BLACK/BEIGE","1","0"
"","simple","SHA-HW-013","Non-Contact Infrared Digital Forehead Thermometer [WHITE/BLUE]","<p>The Non-Contact Infrared Digital Forehead Thermometer is a premium product designed for quality and durability. Perfect for everyday use, combining functionality with modern aesthetics.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in WHITE/BLUE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Category: Health & Wellness. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Non-Contact Infrared Digital Forehead Thermometer available in WHITE/BLUE.</p>","2499","","Health & Wellness","thermometer, infrared, forehead, digital, non-contact, health","10","0.2","15x5x10","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HW-013.png","Colour","WHITE/BLUE","1","0"
"","simple","SHA-HW-014","Cervical Neck Traction Stretcher Pillow [BLUE/GREY]","<p>The Cervical Neck Traction Stretcher Pillow is a premium product designed for quality and durability. Perfect for everyday use, combining functionality with modern aesthetics.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLUE/GREY</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Category: Health & Wellness. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Cervical Neck Traction Stretcher Pillow available in BLUE/GREY.</p>","2799","","Health & Wellness","neck traction, cervical, stretcher, pillow, pain relief","10","0.6","35x15x10","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HW-014.png","Colour","BLUE/GREY","1","0"
"","simple","SHA-HW-015","Electric Eye Massager with Heat Compression [BLACK/BLUE]","<p>The Electric Eye Massager with Heat Compression is a premium product designed for quality and durability. Perfect for everyday use, combining functionality with modern aesthetics.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK/BLUE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Category: Health & Wellness. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Electric Eye Massager with Heat Compression available in BLACK/BLUE.</p>","3499","","Health & Wellness","eye massager, electric, heat, compression, relaxation, wellness","10","0.5","20x18x10","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-HW-015.png","Colour","BLACK/BLUE","1","0"
"","simple","SHA-FBA-004","LED Lighted Makeup Vanity Mirror with Stand [ROSE GOLD/SILVER/BLACK]","<p>The LED Lighted Makeup Vanity Mirror with Stand is a premium product designed for quality and durability. Perfect for everyday use, combining functionality with modern aesthetics.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in ROSE GOLD/SILVER/BLACK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Category: Fashion & Beauty Accessories. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality LED Lighted Makeup Vanity Mirror with Stand available in ROSE GOLD/SILVER/BLACK.</p>","3999","","Fashion & Beauty Accessories","vanity mirror, LED, makeup, lighted, stand, beauty","10","1.2","30x25x40","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-FBA-004.png","Colour","ROSE GOLD/SILVER/BLACK","1","0"
"","simple","SHA-FBA-005","Stainless Steel Insulated Travel Tumbler 500ml [BLACK/SILVER/PINK/BLUE]","<p>The Stainless Steel Insulated Travel Tumbler 500ml is a premium product designed for quality and durability. Perfect for everyday use, combining functionality with modern aesthetics.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK/SILVER/PINK/BLUE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Category: Fashion & Beauty Accessories. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Stainless Steel Insulated Travel Tumbler 500ml available in BLACK/SILVER/PINK/BLUE.</p>","1799","","Fashion & Beauty Accessories","tumbler, insulated, stainless steel, travel, flask, coffee","10","0.4","8x8x22","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-FBA-005.png","Colour","BLACK/SILVER/PINK/BLUE","1","0"
"","simple","SHA-FBA-006","Leather Wallet for Men RFID Blocking Slim [BLACK/BROWN]","<p>The Leather Wallet for Men RFID Blocking Slim is a premium product designed for quality and durability. Perfect for everyday use, combining functionality with modern aesthetics.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK/BROWN</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Category: Fashion & Beauty Accessories. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Leather Wallet for Men RFID Blocking Slim available in BLACK/BROWN.</p>","1499","","Fashion & Beauty Accessories","wallet, leather, men, RFID, slim, bifold","10","0.1","12x9x1","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-FBA-006.png","Colour","BLACK/BROWN","1","0"
"","simple","SHA-FBA-007","Ladies Silk Satin Headscarf Hair Wrap [MULTICOLOUR]","<p>The Ladies Silk Satin Headscarf Hair Wrap is a premium product designed for quality and durability. Perfect for everyday use, combining functionality with modern aesthetics.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in MULTICOLOUR</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Category: Fashion & Beauty Accessories. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Ladies Silk Satin Headscarf Hair Wrap available in MULTICOLOUR.</p>","999","","Fashion & Beauty Accessories","headscarf, silk, satin, ladies, hair wrap, fashion","10","0.1","90x90x1","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-FBA-007.png","Colour","MULTICOLOUR","1","0"
"","simple","SHA-KIT-008","12-Piece Stainless Steel Kitchen Knife Set [SILVER/BLACK]","<p>The 12-Piece Stainless Steel Kitchen Knife Set is a premium product designed for quality and durability. Perfect for everyday use, combining functionality with modern aesthetics.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in SILVER/BLACK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Category: Kits Products. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 12-Piece Stainless Steel Kitchen Knife Set available in SILVER/BLACK.</p>","4999","","Kits Products","knife set, kitchen, stainless steel, 12 piece, chef, cooking","10","3.0","40x10x30","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-KIT-008.png","Colour","SILVER/BLACK","1","0"
"","simple","SHA-KIT-009","5-Piece Non-Stick Cookware Pot and Pan Set [BLACK/RED]","<p>The 5-Piece Non-Stick Cookware Pot and Pan Set is a premium product designed for quality and durability. Perfect for everyday use, combining functionality with modern aesthetics.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK/RED</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Category: Kits Products. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality 5-Piece Non-Stick Cookware Pot and Pan Set available in BLACK/RED.</p>","5999","","Kits Products","cookware, non stick, pot, pan, 5 piece, kitchen","10","4.0","60x40x30","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-KIT-009.png","Colour","BLACK/RED","1","0"
"","simple","SHA-KIT-010","Professional Barber Hair Cutting Tool Kit [BLACK/SILVER]","<p>The Professional Barber Hair Cutting Tool Kit is a premium product designed for quality and durability. Perfect for everyday use, combining functionality with modern aesthetics.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK/SILVER</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Category: Kits Products. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Professional Barber Hair Cutting Tool Kit available in BLACK/SILVER.</p>","3999","","Kits Products","barber, hair cutting, clipper, scissors, grooming, kit","10","1.5","30x20x10","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-KIT-010.png","Colour","BLACK/SILVER","1","0"
"","simple","SHA-KIT-011","Manicure Pedicure Complete Nail Care Set [SILVER/PINK]","<p>The Manicure Pedicure Complete Nail Care Set is a premium product designed for quality and durability. Perfect for everyday use, combining functionality with modern aesthetics.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in SILVER/PINK</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Category: Kits Products. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Manicure Pedicure Complete Nail Care Set available in SILVER/PINK.</p>","2499","","Kits Products","manicure, pedicure, nail care, stainless steel, kit, beauty","10","0.5","20x15x5","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-KIT-011.png","Colour","SILVER/PINK","1","0"
"","simple","SHA-OD-006","Portable Folding Camping Chair Lightweight [GREEN/BLUE/RED]","<p>The Portable Folding Camping Chair Lightweight is a premium product designed for quality and durability. Perfect for everyday use, combining functionality with modern aesthetics.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in GREEN/BLUE/RED</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Category: Outdoor. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Portable Folding Camping Chair Lightweight available in GREEN/BLUE/RED.</p>","3499","","Outdoor","camping chair, folding, portable, lightweight, outdoor, travel","10","2.0","50x10x10","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-OD-006.png","Colour","GREEN/BLUE/RED","1","0"
"","simple","SHA-OD-007","Solar Powered Garden LED Path Lights Set of 6 [SILVER/WHITE]","<p>The Solar Powered Garden LED Path Lights Set of 6 is a premium product designed for quality and durability. Perfect for everyday use, combining functionality with modern aesthetics.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in SILVER/WHITE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Category: Outdoor. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Solar Powered Garden LED Path Lights Set of 6 available in SILVER/WHITE.</p>","3999","","Outdoor","solar lights, garden, LED, path, outdoor, set of 6","10","1.5","40x20x15","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-OD-007.png","Colour","SILVER/WHITE","1","0"
"","simple","SHA-OD-008","Outdoor Waterproof Hammock with Carrying Bag [MULTICOLOUR]","<p>The Outdoor Waterproof Hammock with Carrying Bag is a premium product designed for quality and durability. Perfect for everyday use, combining functionality with modern aesthetics.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in MULTICOLOUR</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Category: Outdoor. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Outdoor Waterproof Hammock with Carrying Bag available in MULTICOLOUR.</p>","2999","","Outdoor","hammock, waterproof, outdoor, camping, portable, carry bag","10","1.0","30x15x10","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-OD-008.png","Colour","MULTICOLOUR","1","0"
"","simple","SHA-AUTO-004","Magnetic Phone Holder for Car Dashboard [BLACK/SILVER]","<p>The Magnetic Phone Holder for Car Dashboard is a premium product designed for quality and durability. Perfect for everyday use, combining functionality with modern aesthetics.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK/SILVER</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Category: Automotive. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Magnetic Phone Holder for Car Dashboard available in BLACK/SILVER.</p>","999","","Automotive","phone holder, car, magnetic, dashboard, mount, universal","10","0.2","10x8x5","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-AUTO-004.png","Colour","BLACK/SILVER","1","0"
"","simple","SHA-AUTO-005","Car Seat Gap Filler Organiser Storage Box [BLACK/BEIGE]","<p>The Car Seat Gap Filler Organiser Storage Box is a premium product designed for quality and durability. Perfect for everyday use, combining functionality with modern aesthetics.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK/BEIGE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Category: Automotive. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Car Seat Gap Filler Organiser Storage Box available in BLACK/BEIGE.</p>","1499","","Automotive","car organiser, seat gap, filler, storage, console, box","10","0.5","20x8x15","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-AUTO-005.png","Colour","BLACK/BEIGE","1","0"
"","simple","SHA-AUTO-006","Waterproof Car Seat Cover Full Set [BLACK/GREY/BEIGE]","<p>The Waterproof Car Seat Cover Full Set is a premium product designed for quality and durability. Perfect for everyday use, combining functionality with modern aesthetics.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in BLACK/GREY/BEIGE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Category: Automotive. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Waterproof Car Seat Cover Full Set available in BLACK/GREY/BEIGE.</p>","4999","","Automotive","car seat cover, waterproof, full set, universal, protector","10","2.0","60x40x5","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-AUTO-006.png","Colour","BLACK/GREY/BEIGE","1","0"
"","simple","SHA-AGRO-001","Portable Electric Garden Water Pump Sprayer 16L [GREEN/BLUE]","<p>The Portable Electric Garden Water Pump Sprayer 16L is a premium product designed for quality and durability. Perfect for everyday use, combining functionality with modern aesthetics.</p><ul><li>High-quality materials for long-lasting performance</li><li>Available in GREEN/BLUE</li><li>Easy to use and maintain</li><li>Stylish design suitable for any setting</li></ul><p>Category: Agro. Backed by Shalina Mart's 7-day return policy and free delivery on orders above KSh 2,500.</p>","<p>✓ Free delivery on orders above KSh 2,500</p><p>✓ 7-day easy returns</p><p>✓ Secure M-Pesa checkout</p><p>Premium quality Portable Electric Garden Water Pump Sprayer 16L available in GREEN/BLUE.</p>","8999","","Agro","sprayer, garden, electric, pump, 16L, backpack, agro","10","4.0","40x30x50","https://shalimart.co.ke/wp-content/uploads/shalina-mart-images/SHA-AGRO-001.png","Colour","GREEN/BLUE","1","0"
